# name                         |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                            |functions                                                               |tier |freq 
'Expert Knee'            |1        |0           |42    |42       |2          |54        |42        |50      |{'expert', 'knee'}            |[]               |4    |2    
'Expert Lethal Claw'     |1        |0           |28    |42       |1          |36        |30        |120     |{'expert', 'lethal', 'claw'}  |['try_insta_ko'] |9    |1    
'Expert Lethal Elbow'    |1        |0           |42    |35       |1          |54        |36        |120     |{'expert', 'elbow', 'lethal'} |['try_insta_ko'] |9    |1    
'Expert Lethal Headbutt' |1        |0           |56    |21       |1          |36        |36        |120     |{'expert', 'lethal', 'head'}  |['try_insta_ko'] |9    |1    
'Expert Lethal Kick'     |3        |0           |42    |42       |2          |54        |42        |120     |{'expert', 'kick', 'lethal'}  |['try_insta_ko'] |9    |3    
'Expert Lethal Knee'     |1        |0           |42    |42       |2          |54        |42        |120     |{'expert', 'lethal', 'knee'}  |['try_insta_ko'] |9    |1    
'Expert Lethal Palm'     |2        |0           |32    |36       |1          |36        |30        |120     |{'expert', 'lethal', 'palm'}  |['try_insta_ko'] |9    |2    
'Expert Lethal Punch'    |2        |0           |36    |32       |1          |36        |30        |120     |{'expert', 'punch', 'lethal'} |['try_insta_ko'] |9    |3    
'Expert Light Claw'      |1        |0           |22    |46       |1          |27        |30        |55      |{'expert', 'light', 'claw'}   |[]               |5    |3    
'Expert Light Elbow'     |1        |0           |34    |39       |1          |40        |36        |55      |{'expert', 'light', 'elbow'}  |[]               |5    |3    
'Expert Light Headbutt'  |1        |0           |45    |22       |1          |27        |36        |55      |{'expert', 'light', 'head'}   |[]               |5    |1    

# name                      |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                         |functions              |tier |freq 
'Expert Light Kick'         |3        |0           |34    |46       |2          |40        |42        |55      |{'expert', 'kick', 'light'}      |[]                     |5    |5    
'Expert Light Knee'         |1        |0           |34    |46       |2          |40        |42        |55      |{'expert', 'light', 'knee'}      |[]                     |5    |2    
'Expert Light Palm'         |2        |0           |25    |41       |1          |27        |30        |55      |{'expert', 'light', 'palm'}      |[]                     |5    |4    
'Expert Light Punch'        |2        |0           |29    |35       |1          |27        |30        |55      |{'expert', 'light', 'punch'}     |[]                     |5    |5    
'Expert Lightning Claw'     |1        |0           |28    |42       |1          |36        |30        |70      |{'lightning', 'expert', 'claw'}  |['do_speed_based_dam'] |6    |3    
'Expert Lightning Elbow'    |1        |0           |42    |35       |1          |54        |36        |70      |{'lightning', 'expert', 'elbow'} |['do_speed_based_dam'] |6    |3    
'Expert Lightning Headbutt' |1        |0           |56    |21       |1          |36        |36        |70      |{'lightning', 'expert', 'head'}  |['do_speed_based_dam'] |6    |1    
'Expert Lightning Kick'     |3        |0           |42    |42       |2          |54        |42        |70      |{'lightning', 'kick', 'expert'}  |['do_speed_based_dam'] |6    |5    
'Expert Lightning Knee'     |1        |0           |42    |42       |2          |54        |42        |70      |{'lightning', 'expert', 'knee'}  |['do_speed_based_dam'] |6    |2    
'Expert Lightning Palm'     |2        |0           |32    |36       |1          |36        |30        |70      |{'lightning', 'expert', 'palm'}  |['do_speed_based_dam'] |6    |4    
'Expert Lightning Punch'    |2        |0           |36    |32       |1          |36        |30        |70      |{'lightning', 'expert', 'punch'} |['do_speed_based_dam'] |6    |5    
'Expert Long Claw'          |2        |0           |28    |42       |1          |36        |30        |55      |{'long', 'expert', 'claw'}       |[]                     |5    |2    
'Expert Long Elbow'         |2        |0           |42    |35       |1          |54        |36        |55      |{'long', 'expert', 'elbow'}      |[]                     |5    |2    
'Expert Long Headbutt'      |2        |0           |56    |21       |1          |36        |36        |55      |{'long', 'expert', 'head'}       |[]                     |5    |1    
'Expert Long Kick'          |4        |0           |42    |42       |2          |54        |42        |55      |{'long', 'kick', 'expert'}       |[]                     |5    |4    
'Expert Long Knee'          |2        |0           |42    |42       |2          |54        |42        |55      |{'long', 'expert', 'knee'}       |[]                     |5    |1    
'Expert Long Palm'          |3        |0           |32    |36       |1          |36        |30        |55      |{'long', 'expert', 'palm'}       |[]                     |5    |3    
'Expert Long Punch'         |3        |0           |36    |32       |1          |36        |30        |55      |{'long', 'expert', 'punch'}      |[]                     |5    |4    
'Expert Nerve Claw'         |1        |0           |28    |42       |1          |36        |30        |70      |{'expert', 'nerve', 'claw'}      |['do_mob_dam']         |6    |3    
'Expert Nerve Elbow'        |1        |0           |42    |35       |1          |54        |36        |70      |{'expert', 'elbow', 'nerve'}     |['do_mob_dam']         |6    |3    
'Expert Nerve Headbutt'     |1        |0           |56    |21       |1          |36        |36        |70      |{'expert', 'nerve', 'head'}      |['do_mob_dam']         |6    |1    
'Expert Nerve Kick'         |3        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'kick', 'nerve'}      |['do_mob_dam']         |6    |5    
'Expert Nerve Knee'         |1        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'nerve', 'knee'}      |['do_mob_dam']         |6    |2    
'Expert Nerve Palm'         |2        |0           |32    |36       |1          |36        |30        |70      |{'expert', 'nerve', 'palm'}      |['do_mob_dam']         |6    |4    
'Expert Nerve Punch'        |2        |0           |36    |32       |1          |36        |30        |70      |{'nerve', 'expert', 'punch'}     |['do_mob_dam']         |6    |5    

# name                     |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                        |functions                                      |tier |freq 
'Expert Onslaught Kick'    |3        |-2          |42    |42       |2          |65        |59        |70      |{'expert', 'kick', 'onslaught'} |[]                                             |6    |4    
'Expert Palm'              |2        |0           |32    |36       |1          |36        |30        |50      |{'expert', 'palm'}              |[]                                             |4    |4    
'Expert Piercing Claw'     |1        |0           |28    |42       |1          |43        |30        |85      |{'expert', 'piercing', 'claw'}  |['do_agility_based_dam', 'do_speed_based_dam'] |7    |3    
'Expert Piercing Elbow'    |1        |0           |42    |35       |1          |65        |36        |85      |{'expert', 'piercing', 'elbow'} |['do_agility_based_dam', 'do_speed_based_dam'] |7    |3    
'Expert Piercing Headbutt' |1        |0           |56    |21       |1          |43        |36        |85      |{'expert', 'piercing', 'head'}  |['do_agility_based_dam', 'do_speed_based_dam'] |7    |1    
'Expert Piercing Kick'     |3        |0           |42    |42       |2          |65        |42        |85      |{'expert', 'kick', 'piercing'}  |['do_agility_based_dam', 'do_speed_based_dam'] |7    |5    
'Expert Piercing Knee'     |1        |0           |42    |42       |2          |65        |42        |85      |{'expert', 'piercing', 'knee'}  |['do_agility_based_dam', 'do_speed_based_dam'] |7    |2    
'Expert Piercing Palm'     |2        |0           |32    |36       |1          |43        |30        |85      |{'expert', 'piercing', 'palm'}  |['do_agility_based_dam', 'do_speed_based_dam'] |7    |4    
'Expert Piercing Punch'    |2        |0           |36    |32       |1          |43        |30        |85      |{'expert', 'piercing', 'punch'} |['do_agility_based_dam', 'do_speed_based_dam'] |7    |5    
'Expert Power Claw'        |1        |0           |28    |42       |1          |36        |30        |70      |{'expert', 'power', 'claw'}     |['do_strength_based_dam']                      |6    |3    
'Expert Power Elbow'       |1        |0           |42    |35       |1          |54        |36        |70      |{'expert', 'power', 'elbow'}    |['do_strength_based_dam']                      |6    |3    
'Expert Power Headbutt'    |1        |0           |56    |21       |1          |36        |36        |70      |{'expert', 'power', 'head'}     |['do_strength_based_dam']                      |6    |1    
'Expert Power Kick'        |3        |0           |42    |42       |2          |54        |42        |70      |{'power', 'kick', 'expert'}     |['do_strength_based_dam']                      |6    |5    
'Expert Power Knee'        |1        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'power', 'knee'}     |['do_strength_based_dam']                      |6    |2    
'Expert Power Palm'        |2        |0           |32    |36       |1          |36        |30        |70      |{'expert', 'power', 'palm'}     |['do_strength_based_dam']                      |6    |4    
'Expert Power Punch'       |2        |0           |36    |32       |1          |36        |30        |70      |{'expert', 'power', 'punch'}    |['do_strength_based_dam']                      |6    |5    
'Expert Precise Claw'      |1        |0           |28    |50       |1          |36        |33        |55      |{'expert', 'precise', 'claw'}   |[]                                             |6    |3    
'Expert Precise Elbow'     |1        |0           |42    |42       |1          |54        |40        |55      |{'expert', 'elbow', 'precise'}  |[]                                             |6    |3    
'Expert Precise Headbutt'  |1        |0           |56    |25       |1          |36        |40        |55      |{'expert', 'precise', 'head'}   |[]                                             |6    |1    
'Expert Precise Kick'      |3        |0           |42    |50       |2          |54        |46        |55      |{'expert', 'kick', 'precise'}   |[]                                             |6    |5    
'Expert Precise Knee'      |1        |0           |42    |50       |2          |54        |46        |55      |{'expert', 'precise', 'knee'}   |[]                                             |6    |2    
'Expert Precise Palm'      |2        |0           |32    |43       |1          |36        |33        |55      |{'expert', 'precise', 'palm'}   |[]                                             |6    |4    
'Expert Precise Punch'     |2        |0           |36    |39       |1          |36        |33        |55      |{'expert', 'punch', 'precise'}  |[]                                             |6    |5    
'Expert Punch'             |2        |0           |36    |32       |1          |36        |30        |50      |{'expert', 'punch'}             |[]                                             |4    |5    
'Expert Pushing Claw'      |1        |0           |28    |42       |1          |36        |30        |55      |{'pushing', 'expert', 'claw'}   |['do_knockback']                               |5    |3    

# name                       |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                          |functions         |tier |freq 
'Expert Pushing Elbow'       |1        |0           |42    |35       |1          |54        |36        |55      |{'expert', 'elbow', 'pushing'}    |['do_knockback']  |5    |3    
'Expert Pushing Headbutt'    |1        |0           |56    |21       |1          |36        |36        |55      |{'pushing', 'expert', 'head'}     |['do_knockback']  |5    |1    
'Expert Pushing Kick'        |3        |0           |42    |42       |2          |54        |42        |55      |{'expert', 'kick', 'pushing'}     |['do_knockback']  |5    |5    
'Expert Pushing Knee'        |1        |0           |42    |42       |2          |54        |42        |55      |{'expert', 'knee', 'pushing'}     |['do_knockback']  |5    |2    
'Expert Pushing Palm'        |2        |0           |32    |36       |1          |36        |30        |55      |{'expert', 'palm', 'pushing'}     |['do_knockback']  |5    |4    
'Expert Pushing Punch'       |2        |0           |36    |32       |1          |36        |30        |55      |{'expert', 'punch', 'pushing'}    |['do_knockback']  |5    |5    
'Expert Retreating Claw'     |1        |1           |28    |42       |1          |40        |36        |55      |{'expert', 'retreating', 'claw'}  |[]                |5    |2    
'Expert Retreating Elbow'    |1        |1           |42    |35       |1          |59        |43        |55      |{'expert', 'elbow', 'retreating'} |[]                |5    |2    
'Expert Retreating Headbutt' |1        |1           |56    |21       |1          |40        |43        |55      |{'expert', 'retreating', 'head'}  |[]                |5    |1    
'Expert Retreating Kick'     |3        |1           |42    |42       |2          |59        |50        |55      |{'expert', 'kick', 'retreating'}  |[]                |5    |4    
'Expert Retreating Knee'     |1        |1           |42    |42       |2          |59        |50        |55      |{'expert', 'retreating', 'knee'}  |[]                |5    |1    
'Expert Retreating Palm'     |2        |1           |32    |36       |1          |40        |36        |55      |{'expert', 'palm', 'retreating'}  |[]                |5    |3    
'Expert Retreating Punch'    |2        |1           |36    |32       |1          |40        |36        |55      |{'expert', 'punch', 'retreating'} |[]                |5    |4    
'Expert Shocking Claw'       |1        |0           |28    |42       |1          |36        |30        |70      |{'shocking', 'expert', 'claw'}    |['do_shock_move'] |6    |3    
'Expert Shocking Elbow'      |1        |0           |42    |35       |1          |54        |36        |70      |{'shocking', 'expert', 'elbow'}   |['do_shock_move'] |6    |3    
'Expert Shocking Headbutt'   |1        |0           |56    |21       |1          |36        |36        |70      |{'shocking', 'expert', 'head'}    |['do_shock_move'] |6    |1    
'Expert Shocking Kick'       |3        |0           |42    |42       |2          |54        |42        |70      |{'shocking', 'kick', 'expert'}    |['do_shock_move'] |6    |5    
'Expert Shocking Knee'       |1        |0           |42    |42       |2          |54        |42        |70      |{'shocking', 'expert', 'knee'}    |['do_shock_move'] |6    |2    
'Expert Shocking Palm'       |2        |0           |32    |36       |1          |36        |30        |70      |{'shocking', 'expert', 'palm'}    |['do_shock_move'] |6    |4    
'Expert Shocking Punch'      |2        |0           |36    |32       |1          |36        |30        |70      |{'shocking', 'expert', 'punch'}   |['do_shock_move'] |6    |5    
'Expert Short Kick'          |2        |0           |42    |42       |2          |54        |42        |55      |{'expert', 'kick', 'short'}       |[]                |5    |4    
'Expert Short Palm'          |1        |0           |32    |36       |1          |36        |30        |55      |{'expert', 'palm', 'short'}       |[]                |5    |3    
'Expert Short Punch'         |1        |0           |36    |32       |1          |36        |30        |55      |{'expert', 'punch', 'short'}      |[]                |5    |4    
'Expert Solar Claw'          |1        |0           |28    |42       |1          |36        |30        |70      |{'expert', 'solar', 'claw'}       |['do_stam_dam']   |6    |3    
'Expert Solar Elbow'         |1        |0           |42    |35       |1          |54        |36        |70      |{'expert', 'elbow', 'solar'}      |['do_stam_dam']   |6    |3    

# name                     |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                        |functions                |tier |freq 
'Expert Solar Headbutt'    |1        |0           |56    |21       |1          |36        |36        |70      |{'expert', 'solar', 'head'}     |['do_stam_dam']          |6    |1    
'Expert Solar Kick'        |3        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'kick', 'solar'}     |['do_stam_dam']          |6    |5    
'Expert Solar Knee'        |1        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'knee', 'solar'}     |['do_stam_dam']          |6    |2    
'Expert Solar Palm'        |2        |0           |32    |36       |1          |36        |30        |70      |{'expert', 'palm', 'solar'}     |['do_stam_dam']          |6    |4    
'Expert Solar Punch'       |2        |0           |36    |32       |1          |36        |30        |70      |{'expert', 'punch', 'solar'}    |['do_stam_dam']          |6    |5    
'Expert Strong Claw'       |1        |0           |34    |42       |1          |40        |30        |55      |{'expert', 'strong', 'claw'}    |[]                       |6    |3    
'Expert Strong Elbow'      |1        |0           |50    |35       |1          |59        |36        |55      |{'expert', 'elbow', 'strong'}   |[]                       |6    |3    
'Expert Strong Headbutt'   |1        |0           |67    |21       |1          |40        |36        |55      |{'expert', 'strong', 'head'}    |[]                       |6    |1    
'Expert Strong Kick'       |3        |0           |50    |42       |2          |59        |42        |55      |{'expert', 'kick', 'strong'}    |[]                       |6    |5    
'Expert Strong Knee'       |1        |0           |50    |42       |2          |59        |42        |55      |{'expert', 'strong', 'knee'}    |[]                       |6    |2    
'Expert Strong Palm'       |2        |0           |39    |36       |1          |40        |30        |55      |{'expert', 'strong', 'palm'}    |[]                       |6    |4    
'Expert Strong Punch'      |2        |0           |43    |32       |1          |40        |30        |55      |{'expert', 'punch', 'strong'}   |[]                       |6    |5    
'Expert Surprise Claw'     |1        |0           |28    |42       |1          |36        |30        |55      |{'expert', 'surprise', 'claw'}  |['try_shock_move']       |5    |3    
'Expert Surprise Elbow'    |1        |0           |42    |35       |1          |54        |36        |55      |{'expert', 'elbow', 'surprise'} |['try_shock_move']       |5    |3    
'Expert Surprise Headbutt' |1        |0           |56    |21       |1          |36        |36        |55      |{'expert', 'surprise', 'head'}  |['try_shock_move']       |5    |1    
'Expert Surprise Kick'     |3        |0           |42    |42       |2          |54        |42        |55      |{'expert', 'kick', 'surprise'}  |['try_shock_move']       |5    |5    
'Expert Surprise Knee'     |1        |0           |42    |42       |2          |54        |42        |55      |{'expert', 'surprise', 'knee'}  |['try_shock_move']       |5    |2    
'Expert Surprise Palm'     |2        |0           |32    |36       |1          |36        |30        |55      |{'expert', 'surprise', 'palm'}  |['try_shock_move']       |5    |4    
'Expert Surprise Punch'    |2        |0           |36    |32       |1          |36        |30        |55      |{'expert', 'surprise', 'punch'} |['try_shock_move']       |5    |5    
'Expert Trick Claw'        |1        |0           |28    |42       |1          |36        |30        |70      |{'expert', 'trick', 'claw'}     |['do_agility_based_dam'] |6    |3    
'Expert Trick Elbow'       |1        |0           |42    |35       |1          |54        |36        |70      |{'expert', 'elbow', 'trick'}    |['do_agility_based_dam'] |6    |3    
'Expert Trick Headbutt'    |1        |0           |56    |21       |1          |36        |36        |70      |{'expert', 'trick', 'head'}     |['do_agility_based_dam'] |6    |1    
'Expert Trick Kick'        |3        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'kick', 'trick'}     |['do_agility_based_dam'] |6    |5    
'Expert Trick Knee'        |1        |0           |42    |42       |2          |54        |42        |70      |{'expert', 'trick', 'knee'}     |['do_agility_based_dam'] |6    |2    
'Expert Trick Palm'        |2        |0           |32    |36       |1          |36        |30        |70      |{'expert', 'trick', 'palm'}     |['do_agility_based_dam'] |6    |4    

# name                    |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                       |functions                                         |tier |freq 
'Expert Trick Punch'      |2        |0           |36    |32       |1          |36        |30        |70      |{'expert', 'punch', 'trick'}                   |['do_agility_based_dam']                          |6    |5    
'Fan Strike'              |2        |0           |40    |40       |1          |22        |45        |0       |{'weapon', 'fan', 'also antiground', 'strike'} |[]                                                |0    |5    
'Fast Acrobatic Claw'     |1        |0           |20    |30       |3          |28        |40        |25      |{'acrobatic', 'claw', 'fast'}                  |['do_agility_based_dam', 'do_strength_based_dam'] |3    |1    
'Fast Acrobatic Elbow'    |1        |0           |30    |25       |3          |42        |48        |25      |{'elbow', 'acrobatic', 'fast'}                 |['do_agility_based_dam', 'do_strength_based_dam'] |3    |1    
'Fast Acrobatic Headbutt' |1        |0           |40    |15       |3          |28        |48        |25      |{'acrobatic', 'head', 'fast'}                  |['do_agility_based_dam', 'do_strength_based_dam'] |3    |1    
'Fast Acrobatic Kick'     |3        |0           |30    |30       |4          |42        |56        |25      |{'kick', 'acrobatic', 'fast'}                  |['do_agility_based_dam', 'do_strength_based_dam'] |3    |3    
'Fast Acrobatic Knee'     |1        |0           |30    |30       |4          |42        |56        |25      |{'acrobatic', 'knee', 'fast'}                  |['do_agility_based_dam', 'do_strength_based_dam'] |3    |1    
'Fast Acrobatic Palm'     |2        |0           |23    |26       |3          |28        |40        |25      |{'acrobatic', 'palm', 'fast'}                  |['do_agility_based_dam', 'do_strength_based_dam'] |3    |2    
'Fast Acrobatic Punch'    |2        |0           |26    |23       |3          |28        |40        |25      |{'punch', 'acrobatic', 'fast'}                 |['do_agility_based_dam', 'do_strength_based_dam'] |3    |3    
'Fast Claw'               |1        |0           |20    |30       |1          |22        |40        |5       |{'fast', 'claw'}                               |[]                                                |1    |3    
'Fast Elbow'              |1        |0           |30    |25       |1          |33        |48        |5       |{'elbow', 'fast'}                              |[]                                                |1    |3    
'Fast Energy Claw'        |1        |0           |20    |30       |1          |22        |40        |25      |{'energy', 'fast', 'claw'}                     |['do_qi_based_dam']                               |3    |3    
'Fast Energy Elbow'       |1        |0           |30    |25       |1          |33        |48        |25      |{'energy', 'elbow', 'fast'}                    |['do_qi_based_dam']                               |3    |3    
'Fast Energy Headbutt'    |1        |0           |40    |15       |1          |22        |48        |25      |{'energy', 'fast', 'head'}                     |['do_qi_based_dam']                               |3    |1    
'Fast Energy Kick'        |3        |0           |30    |30       |2          |33        |56        |25      |{'energy', 'kick', 'fast'}                     |['do_qi_based_dam']                               |3    |5    
'Fast Energy Knee'        |1        |0           |30    |30       |2          |33        |56        |25      |{'energy', 'knee', 'fast'}                     |['do_qi_based_dam']                               |3    |2    
'Fast Energy Palm'        |2        |0           |23    |26       |1          |22        |40        |25      |{'energy', 'palm', 'fast'}                     |['do_qi_based_dam']                               |3    |4    
'Fast Energy Punch'       |2        |0           |26    |23       |1          |22        |40        |25      |{'energy', 'punch', 'fast'}                    |['do_qi_based_dam']                               |3    |5    
'Fast Ferocious Claw'     |1        |0           |20    |30       |1          |26        |40        |40      |{'ferocious', 'claw', 'fast'}                  |['do_speed_based_dam', 'do_strength_based_dam']   |4    |3    
'Fast Ferocious Elbow'    |1        |0           |30    |25       |1          |40        |48        |40      |{'elbow', 'ferocious', 'fast'}                 |['do_speed_based_dam', 'do_strength_based_dam']   |4    |3    
'Fast Ferocious Headbutt' |1        |0           |40    |15       |1          |26        |48        |40      |{'ferocious', 'head', 'fast'}                  |['do_speed_based_dam', 'do_strength_based_dam']   |4    |1    
'Fast Ferocious Kick'     |3        |0           |30    |30       |2          |40        |56        |40      |{'kick', 'ferocious', 'fast'}                  |['do_speed_based_dam', 'do_strength_based_dam']   |4    |5    
'Fast Ferocious Knee'     |1        |0           |30    |30       |2          |40        |56        |40      |{'ferocious', 'knee', 'fast'}                  |['do_speed_based_dam', 'do_strength_based_dam']   |4    |2    
'Fast Ferocious Palm'     |2        |0           |23    |26       |1          |26        |40        |40      |{'ferocious', 'palm', 'fast'}                  |['do_speed_based_dam', 'do_strength_based_dam']   |4    |4    
'Fast Ferocious Punch'    |2        |0           |26    |23       |1          |26        |40        |40      |{'ferocious', 'punch', 'fast'}                 |['do_speed_based_dam', 'do_strength_based_dam']   |4    |5    

# name                 |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                      |functions              |tier |freq 
'Fast Flying Claw'     |2        |-1          |24    |30       |2          |26        |40        |10      |{'fast', 'flying', 'claw'}    |[]                     |2    |2    
'Fast Flying Elbow'    |2        |-1          |36    |25       |2          |40        |48        |10      |{'elbow', 'flying', 'fast'}   |[]                     |2    |2    
'Fast Flying Headbutt' |2        |-1          |48    |15       |2          |26        |48        |10      |{'fast', 'flying', 'head'}    |[]                     |2    |1    
'Fast Flying Kick'     |4        |-1          |36    |30       |3          |40        |56        |10      |{'kick', 'flying', 'fast'}    |[]                     |2    |4    
'Fast Flying Knee'     |2        |-1          |36    |30       |3          |40        |56        |10      |{'flying', 'knee', 'fast'}    |[]                     |2    |1    
'Fast Flying Palm'     |3        |-1          |28    |26       |2          |26        |40        |10      |{'palm', 'flying', 'fast'}    |[]                     |2    |3    
'Fast Flying Punch'    |3        |-1          |31    |23       |2          |26        |40        |10      |{'punch', 'flying', 'fast'}   |[]                     |2    |4    
'Fast Headbutt'        |1        |0           |40    |15       |1          |22        |48        |5       |{'fast', 'head'}              |[]                     |1    |1    
'Fast Heavy Claw'      |1        |0           |24    |27       |1          |28        |40        |10      |{'fast', 'heavy', 'claw'}     |[]                     |2    |3    
'Fast Heavy Elbow'     |1        |0           |36    |22       |1          |42        |48        |10      |{'elbow', 'heavy', 'fast'}    |[]                     |2    |3    
'Fast Heavy Headbutt'  |1        |0           |48    |14       |1          |28        |48        |10      |{'fast', 'heavy', 'head'}     |[]                     |2    |1    
'Fast Heavy Kick'      |3        |0           |36    |27       |2          |42        |56        |10      |{'kick', 'heavy', 'fast'}     |[]                     |2    |5    
'Fast Heavy Knee'      |1        |0           |36    |27       |2          |42        |56        |10      |{'heavy', 'knee', 'fast'}     |[]                     |2    |2    
'Fast Heavy Palm'      |2        |0           |28    |23       |1          |28        |40        |10      |{'palm', 'fast', 'heavy'}     |[]                     |2    |4    
'Fast Heavy Punch'     |2        |0           |31    |21       |1          |28        |40        |10      |{'punch', 'heavy', 'fast'}    |[]                     |2    |5    
'Fast Kick'            |3        |0           |30    |30       |2          |33        |56        |5       |{'kick', 'fast'}              |[]                     |1    |5    
'Fast Knee'            |1        |0           |30    |30       |2          |33        |56        |5       |{'knee', 'fast'}              |[]                     |1    |2    
'Fast Light Claw'      |1        |0           |16    |33       |1          |16        |40        |10      |{'light', 'fast', 'claw'}     |[]                     |2    |3    
'Fast Light Elbow'     |1        |0           |24    |28       |1          |24        |48        |10      |{'light', 'elbow', 'fast'}    |[]                     |2    |3    
'Fast Light Headbutt'  |1        |0           |32    |16       |1          |16        |48        |10      |{'light', 'fast', 'head'}     |[]                     |2    |1    
'Fast Light Kick'      |3        |0           |24    |33       |2          |24        |56        |10      |{'kick', 'fast', 'light'}     |[]                     |2    |5    
'Fast Light Knee'      |1        |0           |24    |33       |2          |24        |56        |10      |{'light', 'knee', 'fast'}     |[]                     |2    |2    
'Fast Light Palm'      |2        |0           |18    |29       |1          |16        |40        |10      |{'light', 'palm', 'fast'}     |[]                     |2    |4    
'Fast Light Punch'     |2        |0           |21    |25       |1          |16        |40        |10      |{'light', 'punch', 'fast'}    |[]                     |2    |5    
'Fast Lightning Claw'  |1        |0           |20    |30       |1          |22        |40        |25      |{'lightning', 'fast', 'claw'} |['do_speed_based_dam'] |3    |3    

# name                    |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                       |functions                                      |tier |freq 
'Fast Lightning Elbow'    |1        |0           |30    |25       |1          |33        |48        |25      |{'lightning', 'elbow', 'fast'} |['do_speed_based_dam']                         |3    |3    
'Fast Lightning Headbutt' |1        |0           |40    |15       |1          |22        |48        |25      |{'lightning', 'fast', 'head'}  |['do_speed_based_dam']                         |3    |1    
'Fast Lightning Kick'     |3        |0           |30    |30       |2          |33        |56        |25      |{'lightning', 'kick', 'fast'}  |['do_speed_based_dam']                         |3    |5    
'Fast Lightning Knee'     |1        |0           |30    |30       |2          |33        |56        |25      |{'lightning', 'knee', 'fast'}  |['do_speed_based_dam']                         |3    |2    
'Fast Lightning Palm'     |2        |0           |23    |26       |1          |22        |40        |25      |{'lightning', 'palm', 'fast'}  |['do_speed_based_dam']                         |3    |4    
'Fast Lightning Punch'    |2        |0           |26    |23       |1          |22        |40        |25      |{'lightning', 'punch', 'fast'} |['do_speed_based_dam']                         |3    |5    
'Fast Nerve Claw'         |1        |0           |20    |30       |1          |22        |40        |25      |{'nerve', 'claw', 'fast'}      |['do_mob_dam']                                 |3    |3    
'Fast Nerve Elbow'        |1        |0           |30    |25       |1          |33        |48        |25      |{'elbow', 'nerve', 'fast'}     |['do_mob_dam']                                 |3    |3    
'Fast Nerve Headbutt'     |1        |0           |40    |15       |1          |22        |48        |25      |{'nerve', 'head', 'fast'}      |['do_mob_dam']                                 |3    |1    
'Fast Nerve Kick'         |3        |0           |30    |30       |2          |33        |56        |25      |{'kick', 'nerve', 'fast'}      |['do_mob_dam']                                 |3    |5    
'Fast Nerve Knee'         |1        |0           |30    |30       |2          |33        |56        |25      |{'nerve', 'knee', 'fast'}      |['do_mob_dam']                                 |3    |2    
'Fast Nerve Palm'         |2        |0           |23    |26       |1          |22        |40        |25      |{'nerve', 'palm', 'fast'}      |['do_mob_dam']                                 |3    |4    
'Fast Nerve Punch'        |2        |0           |26    |23       |1          |22        |40        |25      |{'nerve', 'punch', 'fast'}     |['do_mob_dam']                                 |3    |5    
'Fast Palm'               |2        |0           |23    |26       |1          |22        |40        |5       |{'palm', 'fast'}               |[]                                             |1    |4    
'Fast Piercing Claw'      |1        |0           |20    |30       |1          |26        |40        |40      |{'piercing', 'fast', 'claw'}   |['do_agility_based_dam', 'do_speed_based_dam'] |4    |3    
'Fast Piercing Elbow'     |1        |0           |30    |25       |1          |40        |48        |40      |{'piercing', 'elbow', 'fast'}  |['do_agility_based_dam', 'do_speed_based_dam'] |4    |3    
'Fast Piercing Headbutt'  |1        |0           |40    |15       |1          |26        |48        |40      |{'piercing', 'fast', 'head'}   |['do_agility_based_dam', 'do_speed_based_dam'] |4    |1    
'Fast Piercing Kick'      |3        |0           |30    |30       |2          |40        |56        |40      |{'kick', 'piercing', 'fast'}   |['do_agility_based_dam', 'do_speed_based_dam'] |4    |5    
'Fast Piercing Knee'      |1        |0           |30    |30       |2          |40        |56        |40      |{'piercing', 'knee', 'fast'}   |['do_agility_based_dam', 'do_speed_based_dam'] |4    |2    
'Fast Piercing Palm'      |2        |0           |23    |26       |1          |26        |40        |40      |{'piercing', 'palm', 'fast'}   |['do_agility_based_dam', 'do_speed_based_dam'] |4    |4    
'Fast Piercing Punch'     |2        |0           |26    |23       |1          |26        |40        |40      |{'piercing', 'punch', 'fast'}  |['do_agility_based_dam', 'do_speed_based_dam'] |4    |5    
'Fast Power Claw'         |1        |0           |20    |30       |1          |22        |40        |25      |{'power', 'fast', 'claw'}      |['do_strength_based_dam']                      |3    |3    
'Fast Power Elbow'        |1        |0           |30    |25       |1          |33        |48        |25      |{'power', 'elbow', 'fast'}     |['do_strength_based_dam']                      |3    |3    
