# name                                     |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                           |functions                                                                                       |tier |freq 
'Charging Surprise Piercing Knee'      |2        |-1          |32    |25       |2          |33        |84        |45      |{'piercing', 'knee', 'surprise', 'charging'}   |['do_agility_based_dam', 'do_speed_based_dam', 'try_shock_move'] |5    |1    
'Charging Surprise Piercing Palm'      |2        |-1          |23    |26       |1          |25        |60        |45      |{'piercing', 'palm', 'surprise', 'charging'}   |['do_agility_based_dam', 'do_speed_based_dam', 'try_shock_move'] |5    |3    
'Charging Surprise Piercing Punch'     |2        |-1          |26    |23       |1          |26        |60        |45      |{'piercing', 'charging', 'surprise', 'punch'}  |['do_agility_based_dam', 'do_speed_based_dam', 'try_shock_move'] |5    |4    
'Charging Surprise Punch'              |2        |-1          |26    |23       |1          |22        |60        |10      |{'charging', 'surprise', 'punch'}              |['try_shock_move']                                               |2    |4    
'Charging Surprise Trick Claw'         |2        |-1          |25    |25       |1          |21        |60        |30      |{'charging', 'trick', 'surprise', 'claw'}      |['do_agility_based_dam', 'try_shock_move']                       |4    |2    
'Charging Surprise Trick Elbow'        |2        |-1          |32    |25       |1          |30        |72        |30      |{'charging', 'elbow', 'surprise', 'trick'}     |['do_agility_based_dam', 'try_shock_move']                       |4    |2    

# name                                 |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                       |functions                                                              |tier |freq 
'Charging Surprise Trick Headbutt'     |2        |-1          |33    |20       |1          |22        |72        |30      |{'charging', 'trick', 'surprise', 'head'}      |['do_agility_based_dam', 'try_shock_move']                             |4    |1    
'Charging Surprise Trick Kick'         |3        |-1          |30    |30       |2          |33        |84        |30      |{'kick', 'trick', 'surprise', 'charging'}      |['do_agility_based_dam', 'try_shock_move']                             |4    |4    
'Charging Surprise Trick Knee'         |2        |-1          |32    |25       |2          |28        |84        |30      |{'charging', 'knee', 'surprise', 'trick'}      |['do_agility_based_dam', 'try_shock_move']                             |4    |1    
'Charging Surprise Trick Palm'         |2        |-1          |23    |26       |1          |21        |60        |30      |{'charging', 'palm', 'trick', 'surprise'}      |['do_agility_based_dam', 'try_shock_move']                             |4    |3    
'Charging Surprise Trick Punch'        |2        |-1          |26    |23       |1          |22        |60        |30      |{'charging', 'trick', 'surprise', 'punch'}     |['do_agility_based_dam', 'try_shock_move']                             |4    |4    
'Charging Throw'                       |2        |-1          |10    |30       |3          |33        |108       |10      |{'charging', 'takedown', 'grappling'}          |['do_takedown']                                                        |1    |1    
'Charging Trick Claw'                  |2        |-1          |25    |25       |1          |21        |60        |25      |{'charging', 'trick', 'claw'}                  |['do_agility_based_dam']                                               |3    |2    
'Charging Trick Debilitating Claw'     |2        |-1          |25    |25       |1          |21        |60        |75      |{'charging', 'trick', 'claw', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |1    
'Charging Trick Debilitating Elbow'    |2        |-1          |32    |25       |1          |30        |72        |75      |{'charging', 'elbow', 'trick', 'debilitating'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |1    
'Charging Trick Debilitating Headbutt' |2        |-1          |33    |20       |1          |22        |72        |75      |{'charging', 'trick', 'head', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |1    
'Charging Trick Debilitating Kick'     |3        |-1          |30    |30       |2          |33        |84        |75      |{'kick', 'trick', 'charging', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |3    
'Charging Trick Debilitating Knee'     |2        |-1          |32    |25       |2          |28        |84        |75      |{'charging', 'knee', 'trick', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |1    
'Charging Trick Debilitating Palm'     |2        |-1          |23    |26       |1          |21        |60        |75      |{'charging', 'palm', 'trick', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |2    
'Charging Trick Debilitating Punch'    |2        |-1          |26    |23       |1          |22        |60        |75      |{'charging', 'debilitating', 'trick', 'punch'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam'] |7    |3    
'Charging Trick Elbow'                 |2        |-1          |32    |25       |1          |30        |72        |25      |{'charging', 'elbow', 'trick'}                 |['do_agility_based_dam']                                               |3    |2    
'Charging Trick Headbutt'              |2        |-1          |33    |20       |1          |22        |72        |25      |{'charging', 'trick', 'head'}                  |['do_agility_based_dam']                                               |3    |1    
'Charging Trick Kick'                  |3        |-1          |30    |30       |2          |33        |84        |25      |{'kick', 'trick', 'charging'}                  |['do_agility_based_dam']                                               |3    |4    
'Charging Trick Knee'                  |2        |-1          |32    |25       |2          |28        |84        |25      |{'charging', 'knee', 'trick'}                  |['do_agility_based_dam']                                               |3    |1    
'Charging Trick Lethal Claw'           |2        |-1          |25    |25       |1          |21        |60        |95      |{'charging', 'lethal', 'trick', 'claw'}        |['try_insta_ko', 'do_agility_based_dam']                               |8    |1    
'Charging Trick Lethal Elbow'          |2        |-1          |32    |25       |1          |30        |72        |95      |{'charging', 'lethal', 'elbow', 'trick'}       |['try_insta_ko', 'do_agility_based_dam']                               |8    |1    
'Charging Trick Lethal Headbutt'       |2        |-1          |33    |20       |1          |22        |72        |95      |{'charging', 'lethal', 'trick', 'head'}        |['try_insta_ko', 'do_agility_based_dam']                               |8    |1    
'Charging Trick Lethal Kick'           |3        |-1          |30    |30       |2          |33        |84        |95      |{'kick', 'lethal', 'trick', 'charging'}        |['try_insta_ko', 'do_agility_based_dam']                               |8    |2    
'Charging Trick Lethal Knee'           |2        |-1          |32    |25       |2          |28        |84        |95      |{'charging', 'lethal', 'knee', 'trick'}        |['try_insta_ko', 'do_agility_based_dam']                               |8    |1    
'Charging Trick Lethal Palm'           |2        |-1          |23    |26       |1          |21        |60        |95      |{'charging', 'palm', 'trick', 'lethal'}        |['try_insta_ko', 'do_agility_based_dam']                               |8    |1    
'Charging Trick Lethal Punch'          |2        |-1          |26    |23       |1          |22        |60        |95      |{'charging', 'lethal', 'trick', 'punch'}       |['try_insta_ko', 'do_agility_based_dam']                               |8    |2    

# name                          |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                              |functions                                      |tier |freq 
'Charging Trick Nerve Claw'     |2        |-1          |25    |25       |1          |21        |60        |45      |{'nerve', 'trick', 'charging', 'claw'}                |['do_mob_dam', 'do_agility_based_dam']         |5    |2    
'Charging Trick Nerve Elbow'    |2        |-1          |32    |25       |1          |30        |72        |45      |{'charging', 'trick', 'elbow', 'nerve'}               |['do_mob_dam', 'do_agility_based_dam']         |5    |2    
'Charging Trick Nerve Headbutt' |2        |-1          |33    |20       |1          |22        |72        |45      |{'nerve', 'trick', 'charging', 'head'}                |['do_mob_dam', 'do_agility_based_dam']         |5    |1    
'Charging Trick Nerve Kick'     |3        |-1          |30    |30       |2          |33        |84        |45      |{'kick', 'trick', 'charging', 'nerve'}                |['do_mob_dam', 'do_agility_based_dam']         |5    |4    
'Charging Trick Nerve Knee'     |2        |-1          |32    |25       |2          |28        |84        |45      |{'charging', 'trick', 'knee', 'nerve'}                |['do_mob_dam', 'do_agility_based_dam']         |5    |1    
'Charging Trick Nerve Palm'     |2        |-1          |23    |26       |1          |21        |60        |45      |{'charging', 'palm', 'trick', 'nerve'}                |['do_mob_dam', 'do_agility_based_dam']         |5    |3    
'Charging Trick Nerve Punch'    |2        |-1          |26    |23       |1          |22        |60        |45      |{'charging', 'trick', 'nerve', 'punch'}               |['do_mob_dam', 'do_agility_based_dam']         |5    |4    
'Charging Trick Palm'           |2        |-1          |23    |26       |1          |21        |60        |25      |{'charging', 'palm', 'trick'}                         |['do_agility_based_dam']                       |3    |3    
'Charging Trick Punch'          |2        |-1          |26    |23       |1          |22        |60        |25      |{'charging', 'trick', 'punch'}                        |['do_agility_based_dam']                       |3    |4    
'Charging Trick Solar Claw'     |2        |-1          |25    |25       |1          |21        |60        |45      |{'charging', 'trick', 'solar', 'claw'}                |['do_stam_dam', 'do_agility_based_dam']        |5    |2    
'Charging Trick Solar Elbow'    |2        |-1          |32    |25       |1          |30        |72        |45      |{'charging', 'elbow', 'solar', 'trick'}               |['do_stam_dam', 'do_agility_based_dam']        |5    |2    
'Charging Trick Solar Headbutt' |2        |-1          |33    |20       |1          |22        |72        |45      |{'charging', 'trick', 'solar', 'head'}                |['do_stam_dam', 'do_agility_based_dam']        |5    |1    
'Charging Trick Solar Kick'     |3        |-1          |30    |30       |2          |33        |84        |45      |{'kick', 'trick', 'solar', 'charging'}                |['do_stam_dam', 'do_agility_based_dam']        |5    |4    
'Charging Trick Solar Knee'     |2        |-1          |32    |25       |2          |28        |84        |45      |{'charging', 'knee', 'solar', 'trick'}                |['do_stam_dam', 'do_agility_based_dam']        |5    |1    
'Charging Trick Solar Palm'     |2        |-1          |23    |26       |1          |21        |60        |45      |{'charging', 'palm', 'trick', 'solar'}                |['do_stam_dam', 'do_agility_based_dam']        |5    |3    
'Charging Trick Solar Punch'    |2        |-1          |26    |23       |1          |22        |60        |45      |{'charging', 'trick', 'solar', 'punch'}               |['do_stam_dam', 'do_agility_based_dam']        |5    |4    
'Chopstics Thrust'              |2        |0           |30    |36       |1          |22        |54        |0       |{'also antiground', 'thrust', 'weapon', 'chopsticks'} |[]                                             |0    |5    
'Claw'                          |1        |0           |25    |25       |1          |19        |50        |0       |{'claw'}                                              |[]                                             |0    |3    
'Cloth Whip'                    |3        |0           |20    |45       |1          |23        |70        |0       |{'also antiground', 'whip', 'weapon', 'cloth'}        |[]                                             |0    |5    
'Debilitating Claw'             |1        |0           |25    |25       |1          |19        |50        |50      |{'claw', 'debilitating'}                              |['do_shock_move', 'do_stam_dam', 'do_mob_dam'] |4    |2    
'Debilitating Elbow'            |1        |0           |32    |25       |1          |27        |60        |50      |{'elbow', 'debilitating'}                             |['do_shock_move', 'do_stam_dam', 'do_mob_dam'] |4    |2    
'Debilitating Headbutt'         |1        |0           |33    |20       |1          |20        |60        |50      |{'head', 'debilitating'}                              |['do_shock_move', 'do_stam_dam', 'do_mob_dam'] |4    |1    
'Debilitating Kick'             |3        |0           |30    |30       |2          |30        |70        |50      |{'kick', 'debilitating'}                              |['do_shock_move', 'do_stam_dam', 'do_mob_dam'] |4    |4    
'Debilitating Knee'             |1        |0           |32    |25       |2          |25        |70        |50      |{'knee', 'debilitating'}                              |['do_shock_move', 'do_stam_dam', 'do_mob_dam'] |4    |1    
'Debilitating Palm'             |2        |0           |23    |26       |1          |19        |50        |50      |{'palm', 'debilitating'}                              |['do_shock_move', 'do_stam_dam', 'do_mob_dam'] |4    |3    

# name                         |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                            |functions                                                         |tier |freq 
'Debilitating Punch'           |2        |0           |26    |23       |1          |20        |50        |50      |{'debilitating', 'punch'}           |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                    |4    |4    
'Dragon Claw'                  |2        |0           |20    |30       |1          |25        |50        |10      |{'special', 'claw'}                 |['do_level_based_dam']                                            |0    |0    
'Elbow'                        |1        |0           |32    |25       |1          |27        |60        |0       |{'elbow'}                           |[]                                                                |0    |3    
'Energy Claw'                  |1        |0           |25    |25       |1          |19        |50        |20      |{'claw', 'energy'}                  |['do_qi_based_dam']                                               |2    |3    
'Energy Debilitating Claw'     |1        |0           |25    |25       |1          |19        |50        |70      |{'energy', 'claw', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |2    
'Energy Debilitating Elbow'    |1        |0           |32    |25       |1          |27        |60        |70      |{'elbow', 'energy', 'debilitating'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |2    
'Energy Debilitating Headbutt' |1        |0           |33    |20       |1          |20        |60        |70      |{'energy', 'head', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |1    
'Energy Debilitating Kick'     |3        |0           |30    |30       |2          |30        |70        |70      |{'kick', 'energy', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |4    
'Energy Debilitating Knee'     |1        |0           |32    |25       |2          |25        |70        |70      |{'knee', 'energy', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |1    
'Energy Debilitating Palm'     |2        |0           |23    |26       |1          |19        |50        |70      |{'palm', 'energy', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |3    
'Energy Debilitating Punch'    |2        |0           |26    |23       |1          |20        |50        |70      |{'debilitating', 'energy', 'punch'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_qi_based_dam'] |6    |4    
'Energy Elbow'                 |1        |0           |32    |25       |1          |27        |60        |20      |{'elbow', 'energy'}                 |['do_qi_based_dam']                                               |2    |3    
'Energy Headbutt'              |1        |0           |33    |20       |1          |20        |60        |20      |{'head', 'energy'}                  |['do_qi_based_dam']                                               |2    |1    
'Energy Kick'                  |3        |0           |30    |30       |2          |30        |70        |20      |{'kick', 'energy'}                  |['do_qi_based_dam']                                               |2    |5    
'Energy Knee'                  |1        |0           |32    |25       |2          |25        |70        |20      |{'knee', 'energy'}                  |['do_qi_based_dam']                                               |2    |2    
'Energy Lethal Claw'           |1        |0           |25    |25       |1          |19        |50        |90      |{'lethal', 'claw', 'energy'}        |['try_insta_ko', 'do_qi_based_dam']                               |7    |1    
'Energy Lethal Elbow'          |1        |0           |32    |25       |1          |27        |60        |90      |{'lethal', 'elbow', 'energy'}       |['try_insta_ko', 'do_qi_based_dam']                               |7    |1    
'Energy Lethal Headbutt'       |1        |0           |33    |20       |1          |20        |60        |90      |{'lethal', 'head', 'energy'}        |['try_insta_ko', 'do_qi_based_dam']                               |7    |1    
'Energy Lethal Kick'           |3        |0           |30    |30       |2          |30        |70        |90      |{'kick', 'lethal', 'energy'}        |['try_insta_ko', 'do_qi_based_dam']                               |7    |3    
'Energy Lethal Knee'           |1        |0           |32    |25       |2          |25        |70        |90      |{'lethal', 'knee', 'energy'}        |['try_insta_ko', 'do_qi_based_dam']                               |7    |1    
'Energy Lethal Palm'           |2        |0           |23    |26       |1          |19        |50        |90      |{'palm', 'lethal', 'energy'}        |['try_insta_ko', 'do_qi_based_dam']                               |7    |2    
'Energy Lethal Punch'          |2        |0           |26    |23       |1          |20        |50        |90      |{'lethal', 'energy', 'punch'}       |['try_insta_ko', 'do_qi_based_dam']                               |7    |3    
'Energy Nerve Claw'            |1        |0           |25    |25       |1          |19        |50        |40      |{'nerve', 'claw', 'energy'}         |['do_mob_dam', 'do_qi_based_dam']                                 |4    |3    
'Energy Nerve Elbow'           |1        |0           |32    |25       |1          |27        |60        |40      |{'elbow', 'nerve', 'energy'}        |['do_mob_dam', 'do_qi_based_dam']                                 |4    |3    
'Energy Nerve Headbutt'        |1        |0           |33    |20       |1          |20        |60        |40      |{'nerve', 'head', 'energy'}         |['do_mob_dam', 'do_qi_based_dam']                                 |4    |1    

# name                                   |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                         |functions                                                                                       |tier |freq 
'Energy Nerve Kick'                      |3        |0           |30    |30       |2          |30        |70        |40      |{'kick', 'nerve', 'energy'}                      |['do_mob_dam', 'do_qi_based_dam']                                                               |4    |5    
'Energy Nerve Knee'                      |1        |0           |32    |25       |2          |25        |70        |40      |{'knee', 'nerve', 'energy'}                      |['do_mob_dam', 'do_qi_based_dam']                                                               |4    |2    
'Energy Nerve Palm'                      |2        |0           |23    |26       |1          |19        |50        |40      |{'palm', 'nerve', 'energy'}                      |['do_mob_dam', 'do_qi_based_dam']                                                               |4    |4    
'Energy Nerve Punch'                     |2        |0           |26    |23       |1          |20        |50        |40      |{'energy', 'nerve', 'punch'}                     |['do_mob_dam', 'do_qi_based_dam']                                                               |4    |5    
'Energy Palm'                            |2        |0           |23    |26       |1          |19        |50        |20      |{'palm', 'energy'}                               |['do_qi_based_dam']                                                                             |2    |4    
'Energy Punch'                           |2        |0           |26    |23       |1          |20        |50        |20      |{'energy', 'punch'}                              |['do_qi_based_dam']                                                                             |2    |5    
'Energy Solar Claw'                      |1        |0           |25    |25       |1          |19        |50        |40      |{'solar', 'claw', 'energy'}                      |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |3    
'Energy Solar Elbow'                     |1        |0           |32    |25       |1          |27        |60        |40      |{'elbow', 'solar', 'energy'}                     |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |3    
'Energy Solar Headbutt'                  |1        |0           |33    |20       |1          |20        |60        |40      |{'solar', 'head', 'energy'}                      |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |1    
'Energy Solar Kick'                      |3        |0           |30    |30       |2          |30        |70        |40      |{'kick', 'solar', 'energy'}                      |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |5    
'Energy Solar Knee'                      |1        |0           |32    |25       |2          |25        |70        |40      |{'knee', 'solar', 'energy'}                      |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |2    
'Energy Solar Palm'                      |2        |0           |23    |26       |1          |19        |50        |40      |{'palm', 'solar', 'energy'}                      |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |4    
'Energy Solar Punch'                     |2        |0           |26    |23       |1          |20        |50        |40      |{'solar', 'energy', 'punch'}                     |['do_stam_dam', 'do_qi_based_dam']                                                              |4    |5    
'Energy Throw'                           |1        |0           |10    |30       |3          |30        |90        |25      |{'takedown', 'grappling', 'energy'}              |['do_takedown', 'do_qi_based_dam']                                                              |2    |1    
'Expert Acrobatic Charging Claw'         |2        |-1          |35    |35       |3          |47        |36        |75      |{'charging', 'expert', 'claw', 'acrobatic'}      |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Charging Elbow'        |2        |-1          |45    |35       |3          |68        |43        |75      |{'charging', 'elbow', 'expert', 'acrobatic'}     |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Charging Headbutt'     |2        |-1          |46    |28       |3          |50        |43        |75      |{'charging', 'expert', 'head', 'acrobatic'}      |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Charging Kick'         |3        |-1          |42    |42       |4          |74        |50        |75      |{'kick', 'expert', 'charging', 'acrobatic'}      |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |2    
'Expert Acrobatic Charging Knee'         |2        |-1          |45    |35       |4          |63        |50        |75      |{'charging', 'knee', 'expert', 'acrobatic'}      |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Charging Palm'         |2        |-1          |32    |36       |3          |47        |36        |75      |{'charging', 'palm', 'expert', 'acrobatic'}      |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Charging Punch'        |2        |-1          |36    |32       |3          |50        |36        |75      |{'charging', 'expert', 'acrobatic', 'punch'}     |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |2    
'Expert Acrobatic Claw'                  |1        |0           |35    |35       |3          |43        |30        |70      |{'expert', 'claw', 'acrobatic'}                  |['do_agility_based_dam', 'do_strength_based_dam']                                               |6    |1    
'Expert Acrobatic Debilitating Claw'     |1        |0           |35    |35       |3          |43        |30        |120     |{'expert', 'acrobatic', 'claw', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |1    
'Expert Acrobatic Debilitating Elbow'    |1        |0           |45    |35       |3          |61        |36        |120     |{'expert', 'elbow', 'acrobatic', 'debilitating'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |1    
'Expert Acrobatic Debilitating Headbutt' |1        |0           |46    |28       |3          |45        |36        |120     |{'expert', 'acrobatic', 'head', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |1    

# name                                |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                         |functions                                                                                       |tier |freq 
'Expert Acrobatic Debilitating Kick'  |3        |0           |42    |42       |4          |68        |42        |120     |{'kick', 'expert', 'acrobatic', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |2    
'Expert Acrobatic Debilitating Knee'  |1        |0           |45    |35       |4          |56        |42        |120     |{'expert', 'knee', 'acrobatic', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |1    
'Expert Acrobatic Debilitating Palm'  |2        |0           |32    |36       |3          |43        |30        |120     |{'palm', 'expert', 'acrobatic', 'debilitating'}  |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |1    
'Expert Acrobatic Debilitating Punch' |2        |0           |36    |32       |3          |45        |30        |120     |{'expert', 'debilitating', 'acrobatic', 'punch'} |['do_shock_move', 'do_stam_dam', 'do_mob_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |10   |2    
'Expert Acrobatic Elbow'              |1        |0           |45    |35       |3          |61        |36        |70      |{'expert', 'elbow', 'acrobatic'}                 |['do_agility_based_dam', 'do_strength_based_dam']                                               |6    |1    
'Expert Acrobatic Energy Claw'        |1        |0           |35    |35       |3          |43        |30        |90      |{'expert', 'acrobatic', 'claw', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |1    
'Expert Acrobatic Energy Elbow'       |1        |0           |45    |35       |3          |61        |36        |90      |{'expert', 'elbow', 'acrobatic', 'energy'}       |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |1    
'Expert Acrobatic Energy Headbutt'    |1        |0           |46    |28       |3          |45        |36        |90      |{'expert', 'acrobatic', 'head', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |1    
'Expert Acrobatic Energy Kick'        |3        |0           |42    |42       |4          |68        |42        |90      |{'kick', 'expert', 'acrobatic', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |3    
'Expert Acrobatic Energy Knee'        |1        |0           |45    |35       |4          |56        |42        |90      |{'expert', 'knee', 'acrobatic', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |1    
'Expert Acrobatic Energy Palm'        |2        |0           |32    |36       |3          |43        |30        |90      |{'palm', 'expert', 'acrobatic', 'energy'}        |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |2    
'Expert Acrobatic Energy Punch'       |2        |0           |36    |32       |3          |45        |30        |90      |{'expert', 'acrobatic', 'energy', 'punch'}       |['do_qi_based_dam', 'do_agility_based_dam', 'do_strength_based_dam']                            |8    |3    
'Expert Acrobatic Flying Claw'        |2        |-1          |42    |35       |4          |52        |30        |75      |{'expert', 'flying', 'claw', 'acrobatic'}        |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Flying Elbow'       |2        |-1          |53    |35       |4          |72        |36        |75      |{'expert', 'elbow', 'flying', 'acrobatic'}       |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Flying Headbutt'    |2        |-1          |56    |28       |4          |54        |36        |75      |{'expert', 'flying', 'head', 'acrobatic'}        |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Flying Kick'        |4        |-1          |50    |42       |5          |81        |42        |75      |{'kick', 'expert', 'flying', 'acrobatic'}        |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |2    
'Expert Acrobatic Flying Knee'        |2        |-1          |53    |35       |5          |68        |42        |75      |{'expert', 'knee', 'flying', 'acrobatic'}        |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Flying Palm'        |3        |-1          |39    |36       |4          |52        |30        |75      |{'palm', 'expert', 'flying', 'acrobatic'}        |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |1    
'Expert Acrobatic Flying Punch'       |3        |-1          |43    |32       |4          |54        |30        |75      |{'expert', 'flying', 'acrobatic', 'punch'}       |['do_agility_based_dam', 'do_strength_based_dam']                                               |7    |2    
'Expert Acrobatic Headbutt'           |1        |0           |46    |28       |3          |45        |36        |70      |{'expert', 'head', 'acrobatic'}                  |['do_agility_based_dam', 'do_strength_based_dam']                                               |6    |1    
'Expert Acrobatic Kick'               |3        |0           |42    |42       |4          |68        |42        |70      |{'kick', 'expert', 'acrobatic'}                  |['do_agility_based_dam', 'do_strength_based_dam']                                               |6    |3    
'Expert Acrobatic Knee'               |1        |0           |45    |35       |4          |56        |42        |70      |{'expert', 'knee', 'acrobatic'}                  |['do_agility_based_dam', 'do_strength_based_dam']                                               |6    |1    
'Expert Acrobatic Lethal Claw'        |1        |0           |35    |35       |3          |43        |30        |140     |{'lethal', 'expert', 'claw', 'acrobatic'}        |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']                               |10   |1    
'Expert Acrobatic Lethal Elbow'       |1        |0           |45    |35       |3          |61        |36        |140     |{'expert', 'lethal', 'elbow', 'acrobatic'}       |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']                               |10   |1    
'Expert Acrobatic Lethal Headbutt'    |1        |0           |46    |28       |3          |45        |36        |140     |{'lethal', 'expert', 'head', 'acrobatic'}        |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']                               |10   |1    

# name                                |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                      |functions                                                               |tier |freq 
'Expert Acrobatic Lethal Kick'        |3        |0           |42    |42       |4          |68        |42        |140     |{'kick', 'lethal', 'expert', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |10   |1    
'Expert Acrobatic Lethal Knee'        |1        |0           |45    |35       |4          |56        |42        |140     |{'expert', 'lethal', 'knee', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |10   |1    
'Expert Acrobatic Lethal Palm'        |2        |0           |32    |36       |3          |43        |30        |140     |{'palm', 'expert', 'lethal', 'acrobatic'}     |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |10   |1    
'Expert Acrobatic Lethal Punch'       |2        |0           |36    |32       |3          |45        |30        |140     |{'lethal', 'expert', 'acrobatic', 'punch'}    |['try_insta_ko', 'do_agility_based_dam', 'do_strength_based_dam']       |10   |1    
'Expert Acrobatic Lightning Claw'     |1        |0           |35    |35       |3          |43        |30        |90      |{'expert', 'lightning', 'claw', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Expert Acrobatic Lightning Elbow'    |1        |0           |45    |35       |3          |61        |36        |90      |{'expert', 'elbow', 'lightning', 'acrobatic'} |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Expert Acrobatic Lightning Headbutt' |1        |0           |46    |28       |3          |45        |36        |90      |{'expert', 'lightning', 'head', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |1    
'Expert Acrobatic Lightning Kick'     |3        |0           |42    |42       |4          |68        |42        |90      |{'kick', 'expert', 'lightning', 'acrobatic'}  |['do_speed_based_dam', 'do_agility_based_dam', 'do_strength_based_dam'] |8    |3    
