# name                        |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                           |functions                                                                                |tier |freq 
'Expert Long Headbutt'           |2        |0           |40    |29       |1          |30        |48        |25      |{'head', 'expert', 'long'}                               |[]                                                                |5    |1    
'Expert Long Heavy Claw'         |2        |0           |34    |25       |1          |36        |40        |30      |{'long', 'expert', 'heavy', 'claw'}                      |['cause_bleeding']                                                |6    |2    
'Expert Long Heavy Elbow'        |2        |0           |43    |26       |1          |51        |48        |30      |{'elbow', 'long', 'expert', 'heavy'}                     |[]                                                                |6    |2    
'Expert Long Heavy Headbutt'     |2        |0           |48    |26       |1          |38        |48        |30      |{'head', 'expert', 'long', 'heavy'}                      |[]                                                                |6    |1    
'Expert Long Heavy Kick'         |4        |0           |38    |25       |2          |57        |56        |35      |{'kick', 'long', 'expert', 'heavy'}                      |[]                                                                |7    |4    
'Expert Long Heavy Knee'         |2        |0           |46    |26       |2          |46        |56        |30      |{'long', 'expert', 'knee', 'heavy'}                      |[]                                                                |6    |1    
'Expert Long Heavy Palm'         |3        |0           |35    |28       |1          |36        |38        |30      |{'long', 'expert', 'heavy', 'palm'}                      |[]                                                                |6    |3    
'Expert Long Heavy Punch'        |3        |0           |37    |26       |1          |38        |40        |30      |{'long', 'expert', 'punch', 'heavy'}                     |[]                                                                |6    |4    
'Expert Long Kick'               |4        |0           |32    |28       |2          |45        |56        |30      |{'kick', 'long', 'expert'}                               |[]                                                                |6    |4    
'Expert Long Knee'               |2        |0           |38    |30       |2          |38        |56        |25      |{'long', 'expert', 'knee'}                               |[]                                                                |5    |1    

# name                           |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                                 |functions                                |tier |freq 
'Expert Long Light Claw'         |2        |0           |22    |30       |1          |21        |40        |30      |{'long', 'light', 'expert', 'claw'}                      |['cause_bleeding']                       |6    |2    
'Expert Long Light Elbow'        |2        |0           |29    |34       |1          |30        |48        |30      |{'elbow', 'long', 'light', 'expert'}                     |[]                                       |6    |2    
'Expert Long Light Headbutt'     |2        |0           |31    |31       |1          |22        |48        |30      |{'head', 'light', 'long', 'expert'}                      |[]                                       |6    |1    
'Expert Long Light Kick'         |4        |0           |26    |30       |2          |33        |56        |35      |{'kick', 'long', 'light', 'expert'}                      |[]                                       |7    |4    
'Expert Long Light Knee'         |2        |0           |31    |34       |2          |28        |56        |30      |{'long', 'light', 'knee', 'expert'}                      |[]                                       |6    |1    
'Expert Long Light Palm'         |3        |0           |23    |35       |1          |21        |38        |30      |{'long', 'light', 'expert', 'palm'}                      |[]                                       |6    |3    
'Expert Long Light Punch'        |3        |0           |25    |31       |1          |22        |40        |30      |{'long', 'light', 'punch', 'expert'}                     |[]                                       |6    |4    
'Expert Long Lightning Claw'     |2        |0           |28    |28       |1          |28        |40        |35      |{'long', 'expert', 'lightning', 'claw'}                  |['cause_bleeding', 'do_speed_based_dam'] |7    |2    
'Expert Long Lightning Elbow'    |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'lightning'}                 |['do_speed_based_dam']                   |7    |2    
'Expert Long Lightning Headbutt' |2        |0           |40    |29       |1          |30        |48        |35      |{'head', 'expert', 'long', 'lightning'}                  |['do_speed_based_dam']                   |7    |1    
'Expert Long Lightning Kick'     |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'lightning'}                  |['do_speed_based_dam']                   |8    |4    
'Expert Long Lightning Knee'     |2        |0           |38    |30       |2          |38        |56        |35      |{'long', 'expert', 'knee', 'lightning'}                  |['do_speed_based_dam']                   |7    |1    
'Expert Long Lightning Palm'     |3        |0           |29    |31       |1          |28        |38        |35      |{'long', 'expert', 'lightning', 'palm'}                  |['do_speed_based_dam']                   |7    |3    
'Expert Long Lightning Punch'    |3        |0           |31    |29       |1          |30        |40        |35      |{'long', 'expert', 'punch', 'lightning'}                 |['do_speed_based_dam']                   |7    |4    
'Expert Long Lightning Sweep'    |3        |0           |24    |24       |2          |45        |64        |35      |{'long', 'expert', 'lightning', 'takedown', 'kick'}      |['do_takedown', 'do_speed_based_dam']    |7    |1    
'Expert Long Lightning Throw'    |2        |0           |12    |36       |3          |45        |72        |35      |{'long', 'expert', 'lightning', 'takedown', 'grappling'} |['do_takedown', 'do_speed_based_dam']    |7    |1    
'Expert Long Lightning Trip'     |2        |0           |12    |24       |1          |30        |56        |35      |{'long', 'expert', 'lightning', 'takedown', 'grappling'} |['do_takedown', 'do_speed_based_dam']    |7    |1    
'Expert Long Nerve Claw'         |2        |0           |28    |28       |1          |28        |40        |35      |{'long', 'expert', 'nerve', 'claw'}                      |['cause_bleeding', 'do_mob_dam']         |7    |2    
'Expert Long Nerve Elbow'        |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'nerve'}                     |['do_mob_dam']                           |7    |2    
'Expert Long Nerve Headbutt'     |2        |0           |40    |29       |1          |30        |48        |35      |{'head', 'long', 'expert', 'nerve'}                      |['do_mob_dam']                           |7    |1    
'Expert Long Nerve Kick'         |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'nerve'}                      |['do_mob_dam']                           |8    |4    
'Expert Long Nerve Knee'         |2        |0           |38    |30       |2          |38        |56        |35      |{'long', 'expert', 'nerve', 'knee'}                      |['do_mob_dam']                           |7    |1    
'Expert Long Nerve Palm'         |3        |0           |29    |31       |1          |28        |38        |35      |{'long', 'expert', 'nerve', 'palm'}                      |['do_mob_dam']                           |7    |3    
'Expert Long Nerve Punch'        |3        |0           |31    |29       |1          |30        |40        |35      |{'nerve', 'long', 'expert', 'punch'}                     |['do_mob_dam']                           |7    |4    
'Expert Long Onslaught Claw'     |4        |-2          |28    |28       |2          |34        |56        |40      |{'onslaught', 'expert', 'long', 'claw'}                  |['cause_bleeding']                       |8    |1    

# name                           |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                                 |functions                                                        |tier |freq 
'Expert Long Onslaught Elbow'    |4        |-2          |36    |30       |2          |48        |67        |40      |{'elbow', 'onslaught', 'expert', 'long'}                 |[]                                                               |8    |1    
'Expert Long Onslaught Headbutt' |4        |-2          |40    |29       |2          |36        |67        |40      |{'head', 'expert', 'long', 'onslaught'}                  |[]                                                               |8    |1    
'Expert Long Onslaught Kick'     |4        |-2          |32    |28       |3          |54        |78        |40      |{'kick', 'onslaught', 'expert', 'long'}                  |[]                                                               |8    |3    
'Expert Long Onslaught Knee'     |4        |-2          |38    |30       |3          |45        |78        |40      |{'onslaught', 'expert', 'long', 'knee'}                  |[]                                                               |8    |1    
'Expert Long Onslaught Throw'    |4        |-2          |12    |36       |4          |54        |101       |40      |{'onslaught', 'long', 'expert', 'takedown', 'grappling'} |['do_takedown']                                                  |8    |1    
'Expert Long Onslaught Trip'     |4        |-2          |12    |24       |2          |36        |78        |40      |{'onslaught', 'long', 'expert', 'takedown', 'grappling'} |['do_takedown']                                                  |8    |1    
'Expert Long Palm'               |3        |0           |29    |31       |1          |28        |38        |25      |{'long', 'expert', 'palm'}                               |[]                                                               |5    |3    
'Expert Long Piercing Claw'      |2        |0           |28    |28       |1          |34        |40        |40      |{'long', 'piercing', 'expert', 'claw'}                   |['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'] |8    |2    
'Expert Long Piercing Elbow'     |2        |0           |36    |30       |1          |48        |48        |40      |{'elbow', 'long', 'piercing', 'expert'}                  |['do_agility_based_dam', 'do_speed_based_dam']                   |8    |2    
'Expert Long Piercing Headbutt'  |2        |0           |40    |29       |1          |36        |48        |40      |{'head', 'piercing', 'expert', 'long'}                   |['do_agility_based_dam', 'do_speed_based_dam']                   |8    |1    
'Expert Long Piercing Kick'      |4        |0           |32    |28       |2          |54        |56        |45      |{'kick', 'long', 'piercing', 'expert'}                   |['do_agility_based_dam', 'do_speed_based_dam']                   |9    |4    
'Expert Long Piercing Knee'      |2        |0           |38    |30       |2          |45        |56        |40      |{'long', 'piercing', 'expert', 'knee'}                   |['do_agility_based_dam', 'do_speed_based_dam']                   |8    |1    
'Expert Long Piercing Palm'      |3        |0           |29    |31       |1          |34        |38        |40      |{'long', 'piercing', 'expert', 'palm'}                   |['do_agility_based_dam', 'do_speed_based_dam']                   |8    |3    
'Expert Long Piercing Punch'     |3        |0           |31    |29       |1          |36        |40        |40      |{'long', 'piercing', 'expert', 'punch'}                  |['do_agility_based_dam', 'do_speed_based_dam']                   |8    |4    
'Expert Long Power Claw'         |2        |0           |28    |28       |1          |28        |40        |35      |{'long', 'expert', 'power', 'claw'}                      |['cause_bleeding', 'do_strength_based_dam']                      |7    |2    
'Expert Long Power Elbow'        |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'power'}                     |['do_strength_based_dam']                                        |7    |2    
'Expert Long Power Headbutt'     |2        |0           |40    |29       |1          |30        |48        |35      |{'head', 'expert', 'long', 'power'}                      |['do_strength_based_dam']                                        |7    |1    
'Expert Long Power Kick'         |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'power'}                      |['do_strength_based_dam']                                        |8    |4    
'Expert Long Power Knee'         |2        |0           |38    |30       |2          |38        |56        |35      |{'long', 'expert', 'knee', 'power'}                      |['do_strength_based_dam']                                        |7    |1    
'Expert Long Power Palm'         |3        |0           |29    |31       |1          |28        |38        |35      |{'long', 'expert', 'power', 'palm'}                      |['do_strength_based_dam']                                        |7    |3    
'Expert Long Power Punch'        |3        |0           |31    |29       |1          |30        |40        |35      |{'long', 'expert', 'punch', 'power'}                     |['do_strength_based_dam']                                        |7    |4    
'Expert Long Power Sweep'        |3        |0           |24    |24       |2          |45        |64        |35      |{'long', 'expert', 'power', 'takedown', 'kick'}          |['do_takedown', 'do_strength_based_dam']                         |7    |1    
'Expert Long Power Throw'        |2        |0           |12    |36       |3          |45        |72        |35      |{'long', 'expert', 'power', 'takedown', 'grappling'}     |['do_takedown', 'do_strength_based_dam']                         |7    |1    
'Expert Long Power Trip'         |2        |0           |12    |24       |1          |30        |56        |35      |{'long', 'expert', 'power', 'takedown', 'grappling'}     |['do_takedown', 'do_strength_based_dam']                         |7    |1    
'Expert Long Punch'              |3        |0           |31    |29       |1          |30        |40        |25      |{'long', 'expert', 'punch'}                              |[]                                                               |5    |4    

# name                          |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                                |functions                           |tier |freq 
'Expert Long Pushing Claw'      |2        |0           |28    |28       |1          |28        |40        |30      |{'long', 'expert', 'pushing', 'claw'}                   |['cause_bleeding', 'do_knockback']  |6    |2    
'Expert Long Pushing Elbow'     |2        |0           |36    |30       |1          |40        |48        |30      |{'elbow', 'long', 'expert', 'pushing'}                  |['do_knockback']                    |6    |2    
'Expert Long Pushing Headbutt'  |2        |0           |40    |29       |1          |30        |48        |30      |{'head', 'long', 'expert', 'pushing'}                   |['do_knockback']                    |6    |1    
'Expert Long Pushing Kick'      |4        |0           |32    |28       |2          |45        |56        |35      |{'kick', 'long', 'expert', 'pushing'}                   |['do_knockback']                    |7    |4    
'Expert Long Pushing Knee'      |2        |0           |38    |30       |2          |38        |56        |30      |{'long', 'expert', 'pushing', 'knee'}                   |['do_knockback']                    |6    |1    
'Expert Long Pushing Palm'      |3        |0           |29    |31       |1          |28        |38        |30      |{'long', 'expert', 'pushing', 'palm'}                   |['do_knockback']                    |6    |3    
'Expert Long Pushing Punch'     |3        |0           |31    |29       |1          |30        |40        |30      |{'long', 'expert', 'punch', 'pushing'}                  |['do_knockback']                    |6    |4    
'Expert Long Shocking Claw'     |2        |0           |28    |28       |1          |28        |40        |35      |{'shocking', 'expert', 'long', 'claw'}                  |['cause_bleeding', 'do_shock_move'] |7    |2    
'Expert Long Shocking Elbow'    |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'shocking'}                 |['do_shock_move']                   |7    |2    
'Expert Long Shocking Headbutt' |2        |0           |40    |29       |1          |30        |48        |35      |{'head', 'expert', 'long', 'shocking'}                  |['do_shock_move']                   |7    |1    
'Expert Long Shocking Kick'     |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'shocking'}                  |['do_shock_move']                   |8    |4    
'Expert Long Shocking Knee'     |2        |0           |38    |30       |2          |38        |56        |35      |{'long', 'expert', 'knee', 'shocking'}                  |['do_shock_move']                   |7    |1    
'Expert Long Shocking Palm'     |3        |0           |29    |31       |1          |28        |38        |35      |{'shocking', 'expert', 'long', 'palm'}                  |['do_shock_move']                   |7    |3    
'Expert Long Shocking Punch'    |3        |0           |31    |29       |1          |30        |40        |35      |{'long', 'expert', 'punch', 'shocking'}                 |['do_shock_move']                   |7    |4    
'Expert Long Shocking Sweep'    |3        |0           |24    |24       |2          |45        |64        |35      |{'long', 'expert', 'takedown', 'kick', 'shocking'}      |['do_takedown', 'do_shock_move']    |7    |1    
'Expert Long Shocking Throw'    |2        |0           |12    |36       |3          |45        |72        |35      |{'long', 'expert', 'takedown', 'grappling', 'shocking'} |['do_takedown', 'do_shock_move']    |7    |1    
'Expert Long Shocking Trip'     |2        |0           |12    |24       |1          |30        |56        |35      |{'long', 'expert', 'takedown', 'grappling', 'shocking'} |['do_takedown', 'do_shock_move']    |7    |1    
'Expert Long Slashing Elbow'    |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'slashing'}                 |['cause_bleeding']                  |7    |1    
'Expert Long Slashing Headbutt' |2        |0           |40    |29       |1          |30        |48        |35      |{'head', 'long', 'expert', 'slashing'}                  |['cause_bleeding']                  |7    |1    
'Expert Long Slashing Kick'     |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'slashing'}                  |['cause_bleeding']                  |8    |2    
'Expert Long Slashing Knee'     |2        |0           |38    |30       |2          |38        |56        |35      |{'long', 'expert', 'slashing', 'knee'}                  |['cause_bleeding']                  |7    |1    
'Expert Long Slashing Palm'     |3        |0           |29    |31       |1          |28        |38        |35      |{'long', 'expert', 'slashing', 'palm'}                  |['cause_bleeding']                  |7    |1    
'Expert Long Slashing Punch'    |3        |0           |31    |29       |1          |30        |40        |35      |{'long', 'slashing', 'punch', 'expert'}                 |['cause_bleeding']                  |7    |2    
'Expert Long Solar Claw'        |2        |0           |28    |28       |1          |28        |40        |35      |{'solar', 'long', 'expert', 'claw'}                     |['cause_bleeding', 'do_stam_dam']   |7    |2    
'Expert Long Solar Elbow'       |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'solar'}                    |['do_stam_dam']                     |7    |2    

# name                       |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                             |functions                                  |tier |freq 
'Expert Long Solar Headbutt' |2        |0           |40    |29       |1          |30        |48        |35      |{'solar', 'head', 'expert', 'long'}                  |['do_stam_dam']                            |7    |1    
'Expert Long Solar Kick'     |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'solar'}                  |['do_stam_dam']                            |8    |4    
'Expert Long Solar Knee'     |2        |0           |38    |30       |2          |38        |56        |35      |{'solar', 'long', 'expert', 'knee'}                  |['do_stam_dam']                            |7    |1    
'Expert Long Solar Palm'     |3        |0           |29    |31       |1          |28        |38        |35      |{'solar', 'long', 'expert', 'palm'}                  |['do_stam_dam']                            |7    |3    
'Expert Long Solar Punch'    |3        |0           |31    |29       |1          |30        |40        |35      |{'solar', 'long', 'expert', 'punch'}                 |['do_stam_dam']                            |7    |4    
'Expert Long Sweep'          |3        |0           |24    |24       |2          |45        |64        |25      |{'kick', 'long', 'expert', 'takedown'}               |['do_takedown']                            |5    |1    
'Expert Long Throw'          |2        |0           |12    |36       |3          |45        |72        |25      |{'long', 'grappling', 'takedown', 'expert'}          |['do_takedown']                            |5    |1    
'Expert Long Trick Claw'     |2        |0           |28    |28       |1          |28        |40        |35      |{'long', 'expert', 'trick', 'claw'}                  |['cause_bleeding', 'do_agility_based_dam'] |7    |2    
'Expert Long Trick Elbow'    |2        |0           |36    |30       |1          |40        |48        |35      |{'elbow', 'long', 'expert', 'trick'}                 |['do_agility_based_dam']                   |7    |2    
'Expert Long Trick Headbutt' |2        |0           |40    |29       |1          |30        |48        |35      |{'head', 'expert', 'long', 'trick'}                  |['do_agility_based_dam']                   |7    |1    
'Expert Long Trick Kick'     |4        |0           |32    |28       |2          |45        |56        |40      |{'kick', 'long', 'expert', 'trick'}                  |['do_agility_based_dam']                   |8    |4    
'Expert Long Trick Knee'     |2        |0           |38    |30       |2          |38        |56        |35      |{'trick', 'long', 'expert', 'knee'}                  |['do_agility_based_dam']                   |7    |1    
'Expert Long Trick Palm'     |3        |0           |29    |31       |1          |28        |38        |35      |{'long', 'expert', 'trick', 'palm'}                  |['do_agility_based_dam']                   |7    |3    
'Expert Long Trick Punch'    |3        |0           |31    |29       |1          |30        |40        |35      |{'long', 'expert', 'punch', 'trick'}                 |['do_agility_based_dam']                   |7    |4    
'Expert Long Trick Sweep'    |3        |0           |24    |24       |2          |45        |64        |35      |{'long', 'expert', 'takedown', 'kick', 'trick'}      |['do_takedown', 'do_agility_based_dam']    |7    |1    
'Expert Long Trick Throw'    |2        |0           |12    |36       |3          |45        |72        |35      |{'long', 'expert', 'takedown', 'grappling', 'trick'} |['do_takedown', 'do_agility_based_dam']    |7    |1    
'Expert Long Trick Trip'     |2        |0           |12    |24       |1          |30        |56        |35      |{'long', 'expert', 'takedown', 'grappling', 'trick'} |['do_takedown', 'do_agility_based_dam']    |7    |1    
'Expert Long Trip'           |2        |0           |12    |24       |1          |30        |56        |25      |{'long', 'grappling', 'takedown', 'expert'}          |['do_takedown']                            |5    |1    
'Expert Nerve Claw'          |1        |0           |28    |28       |1          |28        |40        |30      |{'expert', 'nerve', 'claw'}                          |['cause_bleeding', 'do_mob_dam']           |6    |3    
'Expert Nerve Elbow'         |1        |0           |36    |30       |1          |40        |48        |30      |{'elbow', 'expert', 'nerve'}                         |['do_mob_dam']                             |6    |3    
'Expert Nerve Headbutt'      |1        |0           |40    |29       |1          |30        |48        |30      |{'head', 'expert', 'nerve'}                          |['do_mob_dam']                             |6    |1    
'Expert Nerve Kick'          |3        |0           |32    |28       |2          |45        |56        |30      |{'kick', 'expert', 'nerve'}                          |['do_mob_dam']                             |6    |5    
'Expert Nerve Knee'          |1        |0           |38    |30       |2          |38        |56        |30      |{'expert', 'nerve', 'knee'}                          |['do_mob_dam']                             |6    |2    
'Expert Nerve Palm'          |2        |0           |29    |31       |1          |28        |38        |30      |{'expert', 'nerve', 'palm'}                          |['do_mob_dam']                             |6    |4    
'Expert Nerve Punch'         |2        |0           |31    |29       |1          |30        |40        |30      |{'nerve', 'expert', 'punch'}                         |['do_mob_dam']                             |6    |5    

# name                                   |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                                         |functions                                                        |tier |freq 
'Expert Onslaught Claw'                  |3        |-2          |28    |28       |2          |34        |56        |30      |{'onslaught', 'expert', 'claw'}                                  |['cause_bleeding']                                               |6    |2    
'Expert Onslaught Debilitating Claw'     |3        |-2          |28    |28       |2          |34        |56        |50      |{'debilitating', 'onslaught', 'expert', 'claw'}                  |['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'] |10   |1    
'Expert Onslaught Debilitating Elbow'    |3        |-2          |36    |30       |2          |48        |67        |50      |{'elbow', 'onslaught', 'expert', 'debilitating'}                 |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                   |10   |1    
'Expert Onslaught Debilitating Headbutt' |3        |-2          |40    |29       |2          |36        |67        |50      |{'debilitating', 'head', 'expert', 'onslaught'}                  |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                   |10   |1    
'Expert Onslaught Debilitating Kick'     |3        |-2          |32    |28       |3          |54        |78        |50      |{'kick', 'onslaught', 'expert', 'debilitating'}                  |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                   |10   |3    
'Expert Onslaught Debilitating Knee'     |3        |-2          |38    |30       |3          |45        |78        |50      |{'debilitating', 'onslaught', 'expert', 'knee'}                  |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                   |10   |1    
'Expert Onslaught Debilitating Palm'     |4        |-2          |29    |31       |2          |34        |54        |50      |{'debilitating', 'onslaught', 'expert', 'palm'}                  |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                   |10   |2    
'Expert Onslaught Debilitating Punch'    |4        |-2          |31    |29       |2          |36        |56        |50      |{'debilitating', 'onslaught', 'expert', 'punch'}                 |['do_shock_move', 'do_stam_dam', 'do_mob_dam']                   |10   |3    
'Expert Onslaught Debilitating Sweep'    |4        |-2          |24    |24       |3          |54        |90        |50      |{'onslaught', 'expert', 'debilitating', 'takedown', 'kick'}      |['do_takedown', 'do_shock_move', 'do_stam_dam', 'do_mob_dam']    |10   |1    
'Expert Onslaught Debilitating Throw'    |3        |-2          |12    |36       |4          |54        |101       |50      |{'onslaught', 'expert', 'takedown', 'grappling', 'debilitating'} |['do_takedown', 'do_shock_move', 'do_stam_dam', 'do_mob_dam']    |10   |1    
'Expert Onslaught Debilitating Trip'     |3        |-2          |12    |24       |2          |36        |78        |50      |{'onslaught', 'expert', 'takedown', 'grappling', 'debilitating'} |['do_takedown', 'do_shock_move', 'do_stam_dam', 'do_mob_dam']    |10   |1    
'Expert Onslaught Drunken Claw'          |3        |-2          |28    |28       |3          |34        |56        |35      |{'onslaught', 'expert', 'drunken', 'claw'}                       |['cause_bleeding', 'cause_off_balance']                          |7    |2    
'Expert Onslaught Drunken Elbow'         |3        |-2          |36    |30       |3          |48        |67        |35      |{'elbow', 'onslaught', 'expert', 'drunken'}                      |['cause_off_balance']                                            |7    |2    
'Expert Onslaught Drunken Headbutt'      |3        |-2          |40    |29       |3          |36        |67        |35      |{'head', 'expert', 'drunken', 'onslaught'}                       |['cause_off_balance']                                            |7    |1    
'Expert Onslaught Drunken Kick'          |3        |-2          |32    |28       |4          |54        |78        |35      |{'kick', 'onslaught', 'expert', 'drunken'}                       |['cause_off_balance']                                            |7    |4    
'Expert Onslaught Drunken Knee'          |3        |-2          |38    |30       |4          |45        |78        |35      |{'onslaught', 'expert', 'knee', 'drunken'}                       |['cause_off_balance']                                            |7    |1    
'Expert Onslaught Drunken Palm'          |4        |-2          |29    |31       |3          |34        |54        |35      |{'onslaught', 'expert', 'drunken', 'palm'}                       |['cause_off_balance']                                            |7    |3    
'Expert Onslaught Drunken Punch'         |4        |-2          |31    |29       |3          |36        |56        |35      |{'onslaught', 'expert', 'punch', 'drunken'}                      |['cause_off_balance']                                            |7    |4    
'Expert Onslaught Drunken Sweep'         |4        |-2          |24    |24       |4          |54        |90        |35      |{'onslaught', 'expert', 'takedown', 'drunken', 'kick'}           |['do_takedown', 'cause_off_balance']                             |7    |1    
'Expert Onslaught Drunken Throw'         |3        |-2          |12    |36       |5          |54        |101       |35      |{'onslaught', 'expert', 'takedown', 'drunken', 'grappling'}      |['do_takedown', 'cause_off_balance']                             |7    |1    
'Expert Onslaught Drunken Trip'          |3        |-2          |12    |24       |3          |36        |78        |35      |{'onslaught', 'expert', 'takedown', 'drunken', 'grappling'}      |['do_takedown', 'cause_off_balance']                             |7    |1    
'Expert Onslaught Elbow'                 |3        |-2          |36    |30       |2          |48        |67        |30      |{'elbow', 'onslaught', 'expert'}                                 |[]                                                               |6    |2    
'Expert Onslaught Energy Claw'           |3        |-2          |28    |28       |2          |34        |56        |40      |{'onslaught', 'expert', 'energy', 'claw'}                        |['cause_bleeding', 'do_qi_based_dam']                            |8    |2    
'Expert Onslaught Energy Elbow'          |3        |-2          |36    |30       |2          |48        |67        |40      |{'elbow', 'onslaught', 'expert', 'energy'}                       |['do_qi_based_dam']                                              |8    |2    
'Expert Onslaught Energy Headbutt'       |3        |-2          |40    |29       |2          |36        |67        |40      |{'head', 'expert', 'onslaught', 'energy'}                        |['do_qi_based_dam']                                              |8    |1    

# name                                |distance |dist_change |power |accuracy |complexity |stam_cost |time_cost |qi_cost |features                                                      |functions                                                         |tier |freq 
'Expert Onslaught Energy Kick'        |3        |-2          |32    |28       |3          |54        |78        |40      |{'kick', 'onslaught', 'expert', 'energy'}                     |['do_qi_based_dam']                                               |8    |4    
'Expert Onslaught Energy Knee'        |3        |-2          |38    |30       |3          |45        |78        |40      |{'onslaught', 'expert', 'knee', 'energy'}                     |['do_qi_based_dam']                                               |8    |1    
'Expert Onslaught Energy Palm'        |4        |-2          |29    |31       |2          |34        |54        |40      |{'onslaught', 'expert', 'energy', 'palm'}                     |['do_qi_based_dam']                                               |8    |3    
'Expert Onslaught Energy Punch'       |4        |-2          |31    |29       |2          |36        |56        |40      |{'onslaught', 'expert', 'punch', 'energy'}                    |['do_qi_based_dam']                                               |8    |4    
'Expert Onslaught Energy Sweep'       |4        |-2          |24    |24       |3          |54        |90        |40      |{'onslaught', 'expert', 'takedown', 'kick', 'energy'}         |['do_takedown', 'do_qi_based_dam']                                |8    |1    
'Expert Onslaught Energy Throw'       |3        |-2          |12    |36       |4          |54        |101       |40      |{'onslaught', 'expert', 'takedown', 'grappling', 'energy'}    |['do_takedown', 'do_qi_based_dam']                                |8    |1    
'Expert Onslaught Energy Trip'        |3        |-2          |12    |24       |2          |36        |78        |40      |{'onslaught', 'expert', 'takedown', 'grappling', 'energy'}    |['do_takedown', 'do_qi_based_dam']                                |8    |1    
'Expert Onslaught Ferocious Claw'     |3        |-2          |28    |28       |2          |42        |56        |45      |{'onslaught', 'expert', 'ferocious', 'claw'}                  |['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'] |9    |2    
'Expert Onslaught Ferocious Elbow'    |3        |-2          |36    |30       |2          |57        |67        |45      |{'elbow', 'onslaught', 'expert', 'ferocious'}                 |['do_speed_based_dam', 'do_strength_based_dam']                   |9    |2    
'Expert Onslaught Ferocious Headbutt' |3        |-2          |40    |29       |2          |44        |67        |45      |{'head', 'expert', 'ferocious', 'onslaught'}                  |['do_speed_based_dam', 'do_strength_based_dam']                   |9    |1    
'Expert Onslaught Ferocious Kick'     |3        |-2          |32    |28       |3          |64        |78        |45      |{'kick', 'onslaught', 'expert', 'ferocious'}                  |['do_speed_based_dam', 'do_strength_based_dam']                   |9    |4    
'Expert Onslaught Ferocious Knee'     |3        |-2          |38    |30       |3          |54        |78        |45      |{'onslaught', 'expert', 'ferocious', 'knee'}                  |['do_speed_based_dam', 'do_strength_based_dam']                   |9    |1    
'Expert Onslaught Ferocious Palm'     |4        |-2          |29    |31       |2          |42        |54        |45      |{'onslaught', 'expert', 'ferocious', 'palm'}                  |['do_speed_based_dam', 'do_strength_based_dam']                   |9    |3    
'Expert Onslaught Ferocious Punch'    |4        |-2          |31    |29       |2          |44        |56        |45      |{'onslaught', 'ferocious', 'punch', 'expert'}                 |['do_speed_based_dam', 'do_strength_based_dam']                   |9    |4    
'Expert Onslaught Ferocious Sweep'    |4        |-2          |24    |24       |3          |64        |90        |45      |{'onslaught', 'expert', 'ferocious', 'takedown', 'kick'}      |['do_takedown', 'do_speed_based_dam', 'do_strength_based_dam']    |9    |1    
'Expert Onslaught Ferocious Throw'    |3        |-2          |12    |36       |4          |64        |101       |45      |{'onslaught', 'expert', 'ferocious', 'takedown', 'grappling'} |['do_takedown', 'do_speed_based_dam', 'do_strength_based_dam']    |9    |1    
'Expert Onslaught Ferocious Trip'     |3        |-2          |12    |24       |2          |44        |78        |45      |{'onslaught', 'expert', 'ferocious', 'takedown', 'grappling'} |['do_takedown', 'do_speed_based_dam', 'do_strength_based_dam']    |9    |1    
'Expert Onslaught Headbutt'           |3        |-2          |40    |29       |2          |36        |67        |30      |{'head', 'expert', 'onslaught'}                               |[]                                                                |6    |1    
